Headline,Body ID,Stance,actual,predicted,prob_0,prob_1,prob_2,prob_3
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,1125,unrelated,unrelated,unrelated,3.9514787e-05,2.3990484e-05,2.008014e-05,0.99991643
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1931,discuss,discuss,discuss,2.7477876e-05,9.68924e-06,0.74258584,0.257377
Audio of gunfire in Michael Brown case authenticated by app company,1715,discuss,discuss,discuss,0.00041210235,0.00082221057,0.998744,2.1652973e-05
ISIS Militant “Jihadi John” Identified As Young West Londoner,382,unrelated,unrelated,unrelated,9.188198e-08,8.692157e-09,1.663647e-07,0.99999976
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1821,discuss,discuss,discuss,2.704791e-05,1.5196078e-05,0.9999577,7.705309e-08
'I aborted my baby because it was a boy': Outrage after 'feminist' blogger claims gender prompted termination,374,agree,agree,discuss,0.04353105,0.00012204358,0.9563465,3.3479506e-07
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1679,discuss,discuss,discuss,0.16749582,7.1988565e-05,0.8322517,0.00018045324
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1679,discuss,discuss,discuss,0.036470547,3.4813784e-05,0.96348065,1.4032129e-05
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1446,discuss,discuss,discuss,5.3632724e-05,2.6938666e-05,0.99991703,2.4414712e-06
Chinese advised to choose British-sounding names to get ahead,1125,unrelated,unrelated,unrelated,5.2357473e-06,6.9709276e-06,5.08224e-06,0.9999827
Now the Vogue Rats Are Chewing Through Couture,2031,agree,agree,discuss,0.028552057,0.00056190835,0.9708764,9.626949e-06
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1383,unrelated,unrelated,unrelated,2.2316008e-05,1.3128348e-06,2.0436666e-05,0.9999559
Audio may have captured Michael Brown shooting,1950,unrelated,unrelated,unrelated,1.1047214e-08,4.665851e-09,7.077577e-07,0.9999993
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,431,unrelated,unrelated,unrelated,1.6086867e-07,3.6820147e-09,8.167228e-08,0.99999976
Journalist James Wright Foley reportedly beheaded by ISIS,1966,discuss,discuss,discuss,0.0003337075,2.25818e-06,0.9996629,1.2174327e-06
Missing Mexican students 'not found in mass grave',529,unrelated,unrelated,unrelated,2.6918783e-06,2.1357506e-07,3.4968866e-06,0.99999356
Cloistered nun has a stomach ache  hospital gives birth to a baby [Google Translate],359,unrelated,unrelated,unrelated,7.797198e-06,1.0639881e-06,7.956666e-06,0.9999832
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,346,unrelated,unrelated,unrelated,2.075891e-07,4.4435794e-08,7.919497e-08,0.99999964
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",712,unrelated,unrelated,unrelated,8.0201605e-09,2.193432e-08,1.4280109e-06,0.99999857
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1489,unrelated,unrelated,unrelated,2.55349e-07,1.2199562e-08,2.653102e-06,0.999997
ISIS Beheads American Journalist,1966,agree,agree,agree,0.95379466,2.4333487e-05,0.04614416,3.6786787e-05
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",1916,unrelated,unrelated,unrelated,3.2253244e-08,1.571361e-08,2.999294e-08,0.9999999
Viral Photo Shows How Chinese Workers Are Used to Manipulate App Store Rankings,1711,agree,agree,discuss,0.012021379,0.00071568944,0.9868903,0.00037259696
Comcast calls rumor that it disconnects Tor users “wildly inaccurate”,1280,unrelated,unrelated,unrelated,8.371517e-09,6.0276153e-09,1.2748364e-07,0.9999999
7 Bosnian teens get pregnant on school trip,2022,unrelated,unrelated,unrelated,6.7650696e-08,8.309706e-09,7.254065e-07,0.99999917
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,382,unrelated,unrelated,unrelated,1.567305e-07,8.173998e-09,5.49411e-07,0.9999993
"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",1981,agree,agree,agree,0.9361793,0.00010921791,0.06355681,0.00015472712
CNN Plays Alleged Recording of Michael Brown Shooting,1934,discuss,discuss,discuss,1.8231148e-06,8.903779e-07,0.99999213,5.1957004e-06
Report: Fence jumper made it into East Room of White House,1840,discuss,discuss,discuss,0.004820245,3.5531204e-05,0.99513936,4.8905963e-06
Predator Drone Reportedly Spotted Over ISIS Stronghold,1234,unrelated,unrelated,unrelated,2.7227205e-09,6.452271e-09,3.6482496e-07,0.99999964
British man pays $460 to save constipated goldfish's life,1364,agree,agree,agree,0.993721,0.00027877462,0.004987088,0.0010131522
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",1103,unrelated,unrelated,unrelated,4.681733e-07,2.2441135e-08,1.2619981e-07,0.9999994
ISIS Appears To Behead American Photojournalist In YouTube Video,2127,unrelated,unrelated,unrelated,2.2013661e-07,9.21472e-08,2.2431237e-05,0.99997723
ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,2268,unrelated,unrelated,unrelated,4.6376869e-07,5.971223e-07,4.8030583e-05,0.9999509
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,1375,unrelated,unrelated,unrelated,1.4307697e-07,3.336589e-08,8.5911216e-07,0.9999989
ISIL militant 'Jihadi John' named by media,1909,unrelated,unrelated,unrelated,4.1479645e-08,6.5635337e-09,8.4006865e-07,0.99999917
Isis tells mother on rescue mission :’You’ve just eaten your son’,346,unrelated,unrelated,unrelated,1.0853734e-07,6.262614e-08,4.4691524e-07,0.9999994
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2385,unrelated,unrelated,unrelated,1.3660866e-07,9.048267e-09,1.4721704e-06,0.99999833
Customer: I was fired for Comcast complaint,2238,discuss,discuss,discuss,0.00037144127,9.613849e-05,0.9995316,8.6055854e-07
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1950,unrelated,unrelated,unrelated,5.253879e-09,2.1401754e-09,4.8931764e-07,0.9999995
The Case of the Stolen Batmobile Has Been Solved,1177,discuss,discuss,discuss,3.5668523e-05,2.612676e-06,0.9999614,3.642044e-07
IPhone 6 users are tearing their hair out,2276,discuss,discuss,discuss,0.007916009,0.00024328138,0.99182147,1.9198567e-05
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,1234,unrelated,unrelated,unrelated,3.1866938e-09,3.888263e-09,3.1475923e-07,0.99999964
Isis claims to behead US journalist,1679,discuss,discuss,discuss,1.9900652e-05,1.2270209e-06,0.9999604,1.8467159e-05
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",1761,unrelated,unrelated,unrelated,2.7282363e-07,7.829189e-08,1.7650276e-06,0.99999785
The news of Cesar Millan's death is false,1429,unrelated,unrelated,unrelated,1.17075416e-07,6.6379464e-08,7.44594e-08,0.99999976
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2125,agree,agree,discuss,0.054683663,0.102842875,0.8421725,0.00030093628
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1029,unrelated,unrelated,unrelated,1.508188e-08,3.321978e-09,2.8044138e-07,0.99999964
'Hairgate': iPhone hit by new social media storm,2088,discuss,discuss,discuss,0.0037061248,0.0003538396,0.9959222,1.7813683e-05
Woman Stays In KFC For A Week To Get Over Her Break-Up,1819,unrelated,unrelated,unrelated,3.76304e-06,5.4548124e-08,3.4496327e-07,0.9999958
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2093,discuss,discuss,disagree,0.2917155,0.4093753,0.14883393,0.15007524
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",1804,unrelated,unrelated,unrelated,1.9672177e-07,8.8261745e-09,2.4310924e-07,0.9999995
Has North Korean dictator Kim Jong-un been replaced by his sister?,2330,unrelated,unrelated,unrelated,8.951159e-09,1.1355388e-08,1.4405386e-07,0.9999999
BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,466,agree,agree,discuss,0.2602703,1.6102515e-05,0.7397006,1.2982241e-05
NASA Raises Doubts About Reports of Nicaraguan Meteorite,816,unrelated,unrelated,unrelated,6.4792065e-09,1.33887745e-08,9.0210065e-08,0.9999999
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1841,agree,agree,agree,0.652942,0.008260129,0.3387742,2.3703828e-05
IS Fighters Seize Weapons Cache Meant for Kurds,2509,discuss,discuss,discuss,0.009392083,7.03422e-06,0.99058366,1.728466e-05
The Chinese Guide to Avoiding a Bad English Name,1574,unrelated,unrelated,unrelated,9.92565e-07,1.5820895e-08,1.9378325e-08,0.9999989
Fence-jumper made it farther in White House than Secret Service let on,917,unrelated,unrelated,unrelated,1.1925634e-07,1.05815396e-07,4.203528e-07,0.9999994
The next Apple Watch could be platinum,2421,discuss,discuss,discuss,0.00021512188,3.514457e-06,0.99957925,0.0002021448
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,1170,unrelated,unrelated,unrelated,6.7801756e-07,9.979628e-08,1.6681053e-06,0.9999975
"Apple Targeting March for Apple Watch Launch, Retail Training Begins Next Month",1195,unrelated,unrelated,unrelated,7.1690547e-09,1.5575905e-08,1.5381895e-06,0.99999845
"Israel opens dams, floods Gaza",1950,unrelated,unrelated,unrelated,2.9278934e-07,1.8229844e-07,2.4631737e-07,0.9999993
Audio may have captured Michael Brown shooting,2281,unrelated,unrelated,unrelated,3.779575e-08,8.360387e-09,2.8593222e-06,0.99999714
The iPhone 6 'Hairgate' Is Not a Thing,1769,discuss,discuss,discuss,0.19472243,0.00062281406,0.80462193,3.276964e-05
Meteorite strike in Nicaragua puzzles experts,1948,unrelated,unrelated,unrelated,3.4045888e-06,3.9647225e-07,0.00014690764,0.9998493
KC Man Does Not Have Ebola,1349,unrelated,unrelated,unrelated,5.6488466e-07,1.83075e-08,9.783177e-06,0.9999896
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1934,unrelated,unrelated,unrelated,2.231868e-08,9.546614e-09,3.897086e-08,0.9999999
"In Kim Jong Un's absence, his sister may rule. Or not.",1836,discuss,discuss,discuss,0.00018249058,3.2751893e-06,0.9997924,2.1848042e-05
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1574,unrelated,unrelated,unrelated,9.293444e-07,1.1601119e-08,6.462739e-08,0.99999905
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,2268,unrelated,unrelated,unrelated,1.0376852e-05,2.3898506e-06,0.00019225328,0.999795
Michael Phelps’ girlfriend Taylor Lianne Chandler reveals she was raised as a boy,330,unrelated,unrelated,unrelated,1.7991653e-07,7.108755e-09,4.539626e-07,0.9999994
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",1049,unrelated,unrelated,unrelated,5.341427e-08,1.138271e-08,2.2939956e-08,0.9999999
ISIS Militant “Jihadi John” Identified As Young West Londoner,1346,discuss,discuss,discuss,0.33898768,0.0011944262,0.6592258,0.0005920888
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1251,unrelated,unrelated,unrelated,6.3651364e-09,7.686278e-08,1.6479054e-05,0.99998343
Google Grows With $1.6 Billion in California Office Deals,1909,unrelated,unrelated,unrelated,9.2244946e-08,3.4794654e-09,4.2565674e-08,0.9999999
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,1372,unrelated,unrelated,unrelated,7.812934e-08,4.765062e-07,8.2103065e-07,0.99999857
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,2022,unrelated,unrelated,unrelated,3.841776e-08,1.2336238e-08,7.901851e-07,0.99999917
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1222,unrelated,unrelated,unrelated,3.4963648e-08,8.232961e-09,6.49988e-08,0.9999999
Nicaragua asks U.S. for help investigating meteorite crater,524,unrelated,unrelated,unrelated,1.9845368e-08,9.636657e-08,6.996628e-07,0.99999917
Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,2042,unrelated,unrelated,unrelated,1.3362434e-07,2.3684588e-07,2.4839707e-07,0.9999994
Pentagon: ISIS seized materials airdropped to Kurds,2509,discuss,discuss,discuss,0.0020846084,2.3308618e-05,0.9913011,0.0065909615
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1349,unrelated,unrelated,unrelated,3.0669165e-07,1.7238849e-08,3.2022501e-06,0.9999964
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1336,discuss,discuss,discuss,9.066366e-06,1.2173241e-06,0.99995327,3.6435955e-05
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",499,unrelated,unrelated,unrelated,9.201575e-09,5.070922e-09,1.901605e-07,0.99999976
"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",1807,unrelated,unrelated,unrelated,1.2374637e-09,6.527375e-09,1.4614571e-06,0.99999857
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',170,unrelated,unrelated,unrelated,6.728552e-09,3.5308372e-09,1.1281383e-05,0.9999887
Islamic State May Have Fighter Jets Now After Seizing Russian-Made MiGs,886,unrelated,unrelated,unrelated,7.439851e-08,5.8410027e-10,1.2319063e-07,0.99999976
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),2272,unrelated,unrelated,unrelated,9.517953e-09,4.859886e-09,7.9763447e-07,0.99999917
Mexican cartel leader kills self; bodies in grave not missing students,2385,unrelated,unrelated,unrelated,1.4987477e-06,1.4503789e-07,2.7227447e-06,0.9999956
A Bunch Of People Thought Banksy Got Arrested But It Was A Hoax,1349,unrelated,unrelated,unrelated,1.5732546e-06,1.7255579e-07,3.191896e-05,0.9999664
One of 'Taliban Five' in Bowe Bergdahl swap allegedly returned to militancy,236,unrelated,unrelated,unrelated,2.3759596e-06,1.69456e-08,5.7562997e-06,0.9999919
Kanye Banned,2048,unrelated,unrelated,unrelated,0.00078732125,7.2018025e-05,0.102934286,0.8962064
US confirms death of Somalia terror group leader,2506,unrelated,unrelated,unrelated,5.444781e-05,5.6032372e-06,3.7305483e-05,0.9999026
BATMAN VS. SUPERMAN BATMOBILE STOLEN,1807,unrelated,unrelated,unrelated,3.416485e-09,1.0928645e-08,1.1362026e-05,0.9999887
Questions raised over Nicaragua 'meteorite',731,unrelated,unrelated,unrelated,5.8754235e-08,4.519646e-08,5.7311896e-05,0.99994254
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,955,disagree,disagree,discuss,0.3872392,0.017094834,0.5419479,0.053718105
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,2003,discuss,discuss,discuss,0.00012792427,9.424695e-05,0.99969506,8.284016e-05
ISIS Beheads American Journalist,744,unrelated,unrelated,unrelated,1.8931287e-06,9.00921e-08,3.064568e-05,0.99996734
Microsoft's Silicon Valley campus now guarded by Daleks,1195,unrelated,unrelated,unrelated,1.4545014e-08,2.1273841e-08,7.635021e-07,0.99999917
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",2445,disagree,disagree,disagree,0.19432996,0.75014764,0.055517457,4.929758e-06
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2139,agree,agree,discuss,0.0054303785,0.0014350078,0.9931197,1.4920217e-05
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1375,unrelated,unrelated,unrelated,3.2048047e-07,3.3071353e-07,2.7194284e-07,0.99999905
Tropical spider 'burrowed under man's skin through scar' - video report,1210,unrelated,unrelated,unrelated,4.529218e-09,1.4903115e-08,1.6615539e-05,0.9999833
7 Bosnian teens get pregnant on school trip,1954,unrelated,unrelated,unrelated,4.0581952e-07,3.482171e-08,1.0913212e-06,0.99999845
"Boko Haram claims to have German hostage, denies ceasefire",2139,agree,agree,discuss,0.0042325193,0.00036666324,0.9951326,0.00026822317
Nigeria says it has deal with Boko Haram to release kidnapped girls,1430,discuss,discuss,discuss,9.199791e-06,1.3176401e-06,0.9999894,8.519271e-08
Watch: US Marine saved by helmet after being shot by Taliban sniper,320,unrelated,unrelated,unrelated,4.2588326e-06,3.5424827e-07,1.2683203e-06,0.99999416
Homeland Security: No ISIL fighters on U.S. border,130,unrelated,unrelated,unrelated,1.2107706e-07,3.491458e-08,4.4987092e-07,0.9999994
"Evander Kane ""On Way Out"" From Source, Price Is Very High; Who Is In?",1406,unrelated,unrelated,unrelated,1.6639748e-05,6.0518266e-07,0.00065659615,0.9993262
Dzhokhar Tsarnaev Beaten In Prison? Satirical Site Claims Boston Marathon Bombing Suspect Blinded And Paralyzed,2268,unrelated,unrelated,unrelated,2.9672625e-08,1.3501946e-07,6.1227825e-06,0.9999937
Macaulay Culkin dead hoax: Fake death report spreads on social networks,2523,unrelated,unrelated,unrelated,2.5929543e-07,1.20369235e-08,1.9530551e-08,0.99999976
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1364,unrelated,unrelated,unrelated,2.7011114e-07,1.18422435e-07,1.8465148e-07,0.9999994
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1573,disagree,disagree,disagree,0.06316993,0.7255913,0.21123415,4.655443e-06
ISIL Beheads American Photojournalist in Iraq,1012,unrelated,unrelated,unrelated,1.3099695e-05,4.3861974e-07,3.0131669e-05,0.99995637
"Small meteorite strikes Nicaragua, government says",1948,unrelated,unrelated,unrelated,4.5558536e-08,3.869697e-08,0.0005008898,0.99949896
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1262,discuss,discuss,discuss,0.0046603824,0.00036171335,0.9949634,1.4547676e-05
White House Fence Jumper Made It Further Into Building Than Reported,263,unrelated,unrelated,unrelated,4.5447454e-08,5.96504e-08,1.2666514e-05,0.99998724
Is the iPhone 6 Really Pulling Out Your Hair?,1769,discuss,discuss,discuss,0.010526137,5.2279785e-05,0.98941934,2.2511185e-06
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1837,unrelated,unrelated,unrelated,4.0065522e-08,2.993636e-07,1.2038764e-07,0.9999995
Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,1572,unrelated,unrelated,unrelated,2.6404892e-08,6.068016e-08,1.7933105e-06,0.9999981
Media outlets identify 'Jihadi John',867,discuss,discuss,discuss,3.5646706e-05,2.7918634e-06,0.99993885,2.2667264e-05
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,214,unrelated,unrelated,unrelated,1.8173174e-09,1.3456637e-09,1.7779693e-07,0.99999976
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,431,unrelated,unrelated,unrelated,1.2893305e-08,1.8227823e-08,3.4284787e-07,0.99999964
"Pictured: Heroic sergeant-at-arms, 58, walking through Parliament gun in hand just moments after he killed gunman Michael Zehaf-Bibeau",1568,unrelated,unrelated,unrelated,1.5585683e-06,5.379828e-08,9.1011293e-07,0.9999975
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2385,discuss,discuss,discuss,0.0020575041,2.5396172e-05,0.9979151,1.9568806e-06
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",34,unrelated,unrelated,unrelated,1.2831805e-07,3.864479e-08,2.7635508e-07,0.9999995
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1336,discuss,discuss,discuss,1.6439255e-05,6.0660176e-07,0.9999753,7.631596e-06
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1721,discuss,discuss,discuss,0.00026958119,2.2868007e-05,0.9997056,1.8971798e-06
New Audio Shows Michael Brown Was Shot at 11 Times,816,agree,agree,discuss,0.0069358456,0.0015022967,0.99122095,0.00034085245
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,1195,unrelated,unrelated,unrelated,1.423331e-08,1.7101552e-08,4.2705574e-06,0.9999957
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1342,discuss,discuss,discuss,0.00076603313,8.128121e-06,0.99922,5.8317314e-06
"'Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",696,unrelated,unrelated,unrelated,0.00027792412,2.4509378e-05,1.19266915e-05,0.99968565
Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,1679,unrelated,unrelated,unrelated,1.6631725e-07,1.9251601e-07,8.635941e-06,0.99999106
‘Photo of slain IS leader’ reported to be doctored,917,unrelated,unrelated,unrelated,5.2756377e-08,7.473253e-07,2.1537466e-05,0.9999777
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,666,unrelated,unrelated,unrelated,1.150171e-06,1.4844179e-07,5.2958364e-07,0.9999982
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,198,agree,agree,agree,0.9980081,1.9335092e-05,0.0019686054,4.0399127e-06
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,2328,unrelated,unrelated,unrelated,4.78064e-07,3.2252906e-08,4.808748e-07,0.99999905
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1934,discuss,discuss,discuss,1.11697e-05,1.2102639e-06,0.9999808,6.7666815e-06
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1679,discuss,discuss,discuss,0.076400705,3.4435277e-05,0.92355424,1.0625456e-05
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",147,agree,agree,agree,0.9137168,8.9331676e-05,0.0861636,3.0247087e-05
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1254,disagree,disagree,discuss,0.0050738314,0.00029344324,0.99446684,0.00016593907
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,734,discuss,discuss,agree,0.52293557,0.36666194,0.11032216,8.0341386e-05
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",431,unrelated,unrelated,unrelated,6.3086304e-08,9.749659e-09,1.0366869e-07,0.9999999
Ebola Scare in Kansas City,260,discuss,discuss,discuss,0.0015337819,0.0004102713,0.998052,3.951805e-06
Christian Bale to Play Steve Jobs in New Movie,1234,unrelated,unrelated,unrelated,1.0388954e-08,1.2058663e-08,9.4002615e-08,0.9999999
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,1029,unrelated,unrelated,unrelated,4.6293692e-08,8.34978e-09,1.7746558e-07,0.99999976
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,1859,agree,agree,agree,0.9852191,0.0005276689,0.01422886,2.438267e-05
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,2053,discuss,discuss,discuss,0.00011812658,2.4708568e-05,0.9845761,0.0152810905
KC Man Does Not Have Ebola,99,unrelated,unrelated,unrelated,3.9828882e-07,3.1935706e-08,2.1394487e-07,0.9999994
Mexico prosecutor: Students not in 1st mass graves,2385,unrelated,unrelated,unrelated,1.0772435e-06,1.8562267e-07,6.100071e-07,0.9999981
"Boko Haram claims to have German hostage, denies ceasefire",1372,unrelated,unrelated,unrelated,2.661524e-07,4.5555023e-08,2.0004327e-06,0.99999774
Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,2468,agree,agree,agree,0.96050334,0.00065233535,0.038839776,4.5356746e-06
Axl Rose Dies? Guns N’ Roses Singer Dead ‘West Hollywood Home at Age 52′ is Fake,2166,agree,agree,agree,0.9157289,0.0030746304,0.08117505,2.137021e-05
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,2302,discuss,discuss,discuss,0.00011739565,5.91073e-05,0.999762,6.1531544e-05
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',450,unrelated,unrelated,unrelated,1.5632791e-07,2.4021242e-08,2.5107502e-07,0.9999995
Obama denounces killing of journalist James Foley and pledges ‘justice’,524,unrelated,unrelated,unrelated,1.074259e-07,3.6508016e-08,1.4028086e-06,0.99999845
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",2328,unrelated,unrelated,unrelated,1.7606466e-07,3.0646746e-07,1.254795e-07,0.9999994
#Hairgate: iPhone 6 users say device pulls out hair,1769,discuss,discuss,discuss,0.0021930686,8.5539665e-05,0.9977187,2.7803137e-06
Do all dogs go to heaven? Pope tells grieving boy: 'Paradise is open to all of God’s creatures',1651,agree,agree,agree,0.99974364,0.00012737513,0.00012829642,6.937283e-07
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,816,unrelated,unrelated,unrelated,1.4249332e-07,7.8985323e-07,0.00013106492,0.99986804
Michael Phelps’ alleged girlfriend says she was born intersex,1524,unrelated,unrelated,unrelated,6.427459e-09,1.7724693e-08,2.7986346e-07,0.99999964
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1210,unrelated,unrelated,unrelated,7.073765e-09,1.6526421e-09,5.131121e-07,0.9999995
Catholic Priest Claims God Is Female After Clinically Dead Experience,712,unrelated,unrelated,unrelated,1.3674054e-08,7.314801e-08,4.1644492e-07,0.9999995
"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",955,unrelated,unrelated,unrelated,3.264949e-06,2.1629671e-06,0.00010941687,0.9998852
Israel denies causing Gaza floods by opening dams,289,unrelated,unrelated,unrelated,5.040484e-06,4.3485616e-07,1.542213e-07,0.9999944
"North Korea leader Kim is still in charge, has injured leg: source",236,unrelated,unrelated,unrelated,1.0150545e-07,1.3759053e-09,3.9493614e-08,0.9999999
Tropical spider 'burrowed under man's skin through scar' - video report,1864,discuss,discuss,discuss,0.00030862296,2.0183e-05,0.9996711,8.569746e-08
BREAKING: ISIS Beheads American Journalist James Wright Foley,2067,agree,agree,agree,0.8203653,1.8383687e-05,0.17447478,0.0051415
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",955,unrelated,unrelated,unrelated,9.0162433e-07,3.650738e-07,4.92719e-06,0.9999938
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,346,unrelated,unrelated,unrelated,2.6955632e-07,3.1575325e-08,2.7688583e-07,0.9999994
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1223,unrelated,unrelated,unrelated,2.2252557e-07,3.6271658e-07,1.990797e-07,0.99999917
Boko Haram ceasefire ignored as violence flares in Borno state,1125,unrelated,unrelated,unrelated,1.211042e-07,3.4383856e-07,2.7276394e-07,0.9999993
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",2421,unrelated,unrelated,unrelated,2.8441172e-09,2.5834659e-09,1.8637384e-07,0.99999976
'Sex attacker' has penis cut off with a cleaver in India,730,unrelated,unrelated,unrelated,2.950305e-07,1.2947608e-07,1.3886524e-06,0.9999982
Islamic State claims to have beheaded American journalist,1721,discuss,discuss,discuss,2.324764e-05,5.2854968e-05,0.9995364,0.00038749317
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,342,unrelated,unrelated,unrelated,3.24769e-07,3.3106173e-09,1.6955244e-07,0.9999995
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1761,discuss,discuss,discuss,1.26891755e-05,4.3174887e-06,0.9999819,1.149492e-06
